origin_id,destination_id,distance [m]
31,18,46072.79933
31,20,38356.60935
31,21,31225.05121
31,23,28541.75285
31,24,16924.21965
31,25,12529.55178
31,29,6457.866346
31,30,5293.900078
31,31,
31,32,2174.687267
31,33,2467.443897
31,35,6590.748577
31,36,11255.29741
31,38,9489.635846
31,39,9954.549438
31,40,12516.5351
31,41,15166.34017
31,48,53018.12504
31,52,68540.03204
31,53,68108.75557
31,54,61589.71903
31,57,55777.48395
31,58,53891.26928
31,60,42604.08589
31,61,38133.75444
31,62,39767.78955
31,63,35019.76906
31,64,30200.95518
31,66,31729.62184
31,67,26437.03798
31,68,19058.48491
31,69,19603.95988
31,77,24484.51792
31,82,51953.31695
31,83,54196.17105
31,84,53309.5874
31,85,55457.61976
31,86,54869.21604
31,87,58471.18577
31,88,61794.58912
31,89,65402.28741
31,90,75659.06301
32,0,92687.25416
32,17,52459.04739
32,18,47703.88377
32,20,39987.69379
32,21,32856.13565
32,23,30172.83729
32,24,18555.30409
32,25,14160.63622
32,29,8088.950784
32,30,6924.984516
32,31,2174.687267
32,32,
32,33,4098.528334
32,35,8221.833015
32,36,12886.38185
32,38,11120.72028
32,39,11585.63388
32,40,14147.61954
32,41,16797.42461
32,48,54649.20947
32,52,70171.11648
32,53,69739.84001
32,54,63220.80346
32,57,57408.56839
32,58,55522.35372
32,60,44235.17033
32,61,39764.83888
32,62,41398.87398
32,63,36650.8535
32,64,31832.03962
32,66,33360.70628
32,67,28068.12242
32,68,20689.56935
32,69,21235.04431
32,77,26115.60236
32,82,53584.40139
32,83,55827.25549
32,84,54940.67184
32,85,57088.7042
32,86,56500.30048
32,87,60102.27021
32,88,63425.67356
32,89,67033.37185
32,90,77290.14745
33,0,91400.06737
33,17,51171.8606
33,18,46416.69698
33,20,38700.507
33,21,31568.94886
33,23,28885.65051
33,24,17268.1173
33,25,12873.44944
33,29,6801.764
33,30,5637.797732
33,31,2467.443897
33,32,4098.528334
33,33,
33,35,4372.096542
33,36,9036.645373
33,38,7270.983811
33,39,7735.897403
33,40,10297.88307
33,41,12947.68814
33,48,50799.473
33,52,66321.38
33,53,65890.10354
33,54,59371.06699
33,57,53558.83192
33,58,51672.61724
33,60,40385.43386
33,61,35915.10241
33,62,37549.13751
33,63,32801.11703
33,64,27982.30314
33,66,29510.9698
33,67,24218.38594
33,68,16839.83288
33,69,17385.30784
33,77,24828.41558
33,82,52297.21461
33,83,54540.0687
33,84,53653.48506
33,85,55801.51742
33,86,55213.11369
33,87,58815.08342
33,88,62138.48677
33,89,65746.18506
33,90,76002.96066
35,0,95523.37205
35,17,55295.16528
35,18,50540.00166
35,20,42823.81168
35,21,35692.25354
35,23,33008.95519
35,24,21391.42199
35,25,16996.75412
35,29,10925.06868
35,30,9761.102412
35,31,6590.748577
35,32,8221.833015
35,33,4372.096542
35,35,
35,36,8946.544207
35,38,7180.882645
35,39,7645.796238
35,40,10207.7819
35,41,12857.58697
35,48,50709.37184
35,52,66231.27884
35,53,65800.00237
35,54,59280.96583
35,57,53468.73075
35,58,51582.51608
35,60,40295.33269
35,61,35825.00124
35,62,37459.03635
35,63,32711.01586
35,64,27892.20198
35,66,29420.86864
35,67,24128.28478
35,68,16749.73171
35,69,17295.20668
35,77,28951.72026
35,82,56420.51929
35,83,58663.37338
35,84,57776.78974
35,85,59924.8221
35,86,59336.41837
35,87,62938.3881
35,88,66261.79145
35,89,69869.48974
35,90,80126.26534
36,0,100187.9209
36,17,59959.71412
36,18,55204.55049
36,20,47488.36051
36,21,40356.80237
36,23,37673.50402
36,24,26055.97082
36,25,21661.30295
36,29,15589.61751
36,30,14425.65124
36,31,11255.29741
36,32,12886.38185
36,33,9036.645373
36,35,8946.544207
36,36,
36,38,1844.069865
36,39,3236.083241
36,40,5798.068902
36,41,8447.873976
36,48,46299.65884
36,52,61821.56584
36,53,61390.28938
36,54,54871.25283
36,57,49059.01776
36,58,47172.80308
36,60,35885.61969
36,61,31415.28824
36,62,33049.32335
36,63,28301.30287
36,64,23482.48898
36,66,25011.15564
36,67,19718.57178
36,68,12340.01871
36,69,12885.49368
36,77,33616.26909
36,82,61085.06812
36,83,63327.92222
36,84,62441.33857
36,85,64589.37093
36,86,64000.9672
36,87,67602.93694
36,88,70926.34029
36,89,74534.03857
36,90,84790.81417
38,0,98422.25932
38,17,58194.05255
38,18,53438.88893
38,20,45722.69895
38,21,38591.14081
38,23,35907.84246
38,24,24290.30925
38,25,19895.64139
38,29,13823.95595
38,30,12659.98968
38,31,9489.635846
38,32,11120.72028
38,33,7270.983811
38,35,7180.882645
38,36,1844.069865
38,38,
38,39,1470.421678
38,40,4032.40734
38,41,6682.212414
38,48,44533.99728
38,52,60055.90428
38,53,59624.62781
38,54,53105.59127
38,57,47293.3562
38,58,45407.14152
38,60,34119.95813
38,61,29649.62668
38,62,31283.66179
38,63,26535.6413
38,64,21716.82742
38,66,23245.49408
38,67,17952.91022
38,68,10574.35715
38,69,11119.83212
38,77,31850.60752
38,82,59319.40656
38,83,61562.26065
38,84,60675.67701
38,85,62823.70937
38,86,62235.30564
38,87,65837.27537
38,88,69160.67872
38,89,72768.37701
38,90,83025.15261
39,0,98887.17292
39,17,58658.96615
39,18,53903.80252
39,20,46187.61254
39,21,39056.05441
39,23,36372.75605
39,24,24755.22285
39,25,20360.55498
39,29,14288.86954
39,30,13124.90327
39,31,9954.549438
39,32,11585.63388
39,33,7735.897403
39,35,7645.796238
39,36,3236.083241
39,38,1470.421678
39,39,
39,40,3118.760986
39,41,5768.56606
39,48,43620.35092
39,52,59142.25792
39,53,58710.98146
39,54,52191.94491
39,57,46379.70984
39,58,44493.49516
39,60,33206.31178
39,61,28735.98033
39,62,30370.01543
39,63,25621.99495
39,64,20803.18106
39,66,22331.84773
39,67,17039.26386
39,68,9660.710798
39,69,10206.18576
39,77,32315.52112
39,82,59784.32015
39,83,62027.17425
39,84,61140.5906
39,85,63288.62296
39,86,62700.21923
39,87,66302.18897
39,88,69625.59232
39,89,73233.2906
39,90,83490.0662
40,0,101449.1586
40,17,61220.95181
40,18,56465.78819
40,20,48749.59821
40,21,41618.04007
40,23,38934.74171
40,24,27317.20851
40,25,22922.54064
40,29,16850.8552
40,30,15686.88894
40,31,12516.5351
40,32,14147.61954
40,33,10297.88307
40,35,10207.7819
40,36,5798.068902
40,38,4032.40734
40,39,3118.760986
40,40,
40,41,4392.520578
40,48,42244.30544
40,52,57766.21244
40,53,57334.93598
40,54,50815.89943
40,57,45003.66436
40,58,43117.44968
40,60,31830.26629
40,61,27359.93484
40,62,28993.96995
40,63,24245.94947
40,64,19427.13558
40,66,20955.80224
40,67,15663.21838
40,68,8284.665315
40,69,8830.14028
40,77,34877.50678
40,82,62346.30581
40,83,64589.15991
40,84,63702.57626
40,85,65850.60862
40,86,65262.20489
40,87,68864.17463
40,88,72187.57798
40,89,75795.27627
40,90,86052.05187
41,0,104098.9637
41,17,63870.75688
41,18,59115.59326
41,20,51399.40328
41,21,44267.84514
41,23,41584.54679
41,24,29967.01358
41,25,25572.34572
41,29,19500.66028
41,30,18336.69401
41,31,15166.34017
41,32,16797.42461
41,33,12947.68814
41,35,12857.58697
41,36,8447.873976
41,38,6682.212414
41,39,5768.56606
41,40,4392.520578
41,41,
41,48,39183.41502
41,52,54705.32202
41,53,54274.04555
41,54,47755.009
41,57,41942.77393
41,58,40056.55926
41,60,28769.37587
41,61,24299.04442
41,62,25933.07952
41,63,21185.05904
41,64,16366.24516
41,66,17894.91182
41,67,12602.32796
41,68,5223.77489
41,69,5769.249855
41,77,37527.31185
41,82,64996.11089
41,83,67238.96498
41,84,66352.38133
41,85,68500.41369
41,86,67912.00997
41,87,71513.9797
41,88,74837.38305
41,89,78445.08134
41,90,88701.85694
48,0,141950.7485
48,17,101722.5417
48,18,96967.37812
48,20,89251.18814
48,21,82119.63
48,23,79436.33165
48,24,67818.79845
48,25,63424.13058
48,29,57352.44514
48,30,56188.47887
48,31,53018.12504
48,32,54649.20947
48,33,50799.473
48,35,50709.37184
48,36,46299.65884
48,38,44533.99728
48,39,43620.35092
48,40,42244.30544
48,41,39183.41502
48,48,
48,52,17509.86297
48,53,17078.58651
48,54,10559.54996
48,57,4747.314891
48,58,2861.100215
48,60,10842.16805
48,61,16946.67015
48,62,18580.70526
48,63,19210.19074
48,64,24715.6681
48,66,26244.33476
48,67,28747.19594
48,68,34631.09555
48,69,38072.2781
48,77,75379.09672
48,82,102847.8957
48,83,105090.7498
48,84,104204.1662
48,85,106352.1986
48,86,105763.7948
48,87,109365.7646
48,88,112689.1679
48,89,116296.8662
48,90,126553.6418
52,0,157472.6555
52,17,117244.4487
52,18,112489.2851
52,20,104773.0951
52,21,97641.537
52,23,94958.23865
52,24,83340.70545
52,25,78946.03758
52,29,72874.35214
52,30,71710.38587
52,31,68540.03204
52,32,70171.11648
52,33,66321.38
52,35,66231.27884
52,36,61821.56584
52,38,60055.90428
52,39,59142.25792
52,40,57766.21244
52,41,54705.32202
52,48,17509.86297
52,52,
52,53,1918.699197
52,54,7997.861341
52,57,13938.64855
52,58,15970.8828
52,60,26364.07506
52,61,32468.57715
52,62,34102.61226
52,63,34732.09774
52,64,40237.5751
52,66,41766.24176
52,67,44269.10294
52,68,50153.00255
52,69,53594.1851
52,77,90901.00372
52,82,118369.8027
52,83,120612.6568
52,84,119726.0732
52,85,121874.1056
52,86,121285.7018
52,87,124887.6716
52,88,128211.0749
52,89,131818.7732
52,90,142075.5488
53,0,157041.3791
53,17,116813.1723
53,18,112058.0087
53,20,104341.8187
53,21,97210.26054
53,23,94526.96218
53,24,82909.42898
53,25,78514.76111
53,29,72443.07568
53,30,71279.10941
53,31,68108.75557
53,32,69739.84001
53,33,65890.10354
53,35,65800.00237
53,36,61390.28938
53,38,59624.62781
53,39,58710.98146
53,40,57334.93598
53,41,54274.04555
53,48,17078.58651
53,52,1918.699197
53,53,
53,54,7566.584877
53,57,13507.37209
53,58,15539.60634
53,60,25932.79859
53,61,32037.30069
53,62,33671.33579
53,63,34300.82128
53,64,39806.29864
53,66,41334.9653
53,67,43837.82648
53,68,49721.72608
53,69,53162.90864
53,77,90469.72725
53,82,117938.5263
53,83,120181.3804
53,84,119294.7967
53,85,121442.8291
53,86,120854.4254
53,87,124456.3951
53,88,127779.7985
53,89,131387.4967
53,90,141644.2723
54,0,150522.3425
54,17,110294.1357
54,18,105538.9721
54,20,97822.78213
54,21,90691.22399
54,23,88007.92564
54,24,76390.39243
54,25,71995.72457
54,29,65924.03913
54,30,64760.07286
54,31,61589.71903
54,32,63220.80346
54,33,59371.06699
54,35,59280.96583
54,36,54871.25283
54,38,53105.59127
54,39,52191.94491
54,40,50815.89943
54,41,47755.009
54,48,10559.54996
54,52,7997.861341
54,53,7566.584877
54,54,
54,57,6988.335542
54,58,9020.569788
54,60,19413.76204
54,61,25518.26414
54,62,27152.29925
54,63,27781.78473
54,64,33287.26209
54,66,34815.92875
54,67,37318.78993
54,68,43202.68953
54,69,46643.87209
54,77,83950.6907
54,82,111419.4897
54,83,113662.3438
54,84,112775.7602
54,85,114923.7925
54,86,114335.3888
54,87,117937.3586
54,88,121260.7619
54,89,124868.4602
54,90,135125.2358
57,0,144710.1074
57,17,104481.9007
57,18,99726.73704
57,20,92010.54706
57,21,84878.98892
57,23,82195.69057
57,24,70578.15736
57,25,66183.4895
57,29,60111.80406
57,30,58947.83779
57,31,55777.48395
57,32,57408.56839
57,33,53558.83192
57,35,53468.73075
57,36,49059.01776
57,38,47293.3562
57,39,46379.70984
57,40,45003.66436
57,41,41942.77393
57,48,4747.314891
57,52,13938.64855
57,53,13507.37209
57,54,6988.335542
57,57,
57,58,3208.334717
57,60,13601.52697
57,61,19706.02907
57,62,21340.06418
57,63,21969.54966
57,64,27475.02702
57,66,29003.69368
57,67,31506.55486
57,68,37390.45446
57,69,40831.63702
57,77,78138.45563
57,82,105607.2547
57,83,107850.1088
57,84,106963.5251
57,85,109111.5575
57,86,108523.1537
57,87,112125.1235
57,88,115448.5268
57,89,119056.2251
57,90,129313.0007
58,0,142823.8928
58,17,102595.686
58,18,97840.52236
58,20,90124.33238
58,21,82992.77425
58,23,80309.47589
58,24,68691.94269
58,25,64297.27482
58,29,58225.58938
58,30,57061.62311
58,31,53891.26928
58,32,55522.35372
58,33,51672.61724
58,35,51582.51608
58,36,47172.80308
58,38,45407.14152
58,39,44493.49516
58,40,43117.44968
58,41,40056.55926
58,48,2861.100215
58,52,15970.8828
58,53,15539.60634
58,54,9020.569788
58,57,3208.334717
58,58,
58,60,11715.3123
58,61,17819.81439
58,62,19453.8495
58,63,20083.33498
58,64,25588.81234
58,66,27117.47901
58,67,29620.34019
58,68,35504.23979
58,69,38945.42234
58,77,76252.24096
58,82,103721.04
58,83,105963.8941
58,84,105077.3104
58,85,107225.3428
58,86,106636.9391
58,87,110238.9088
58,88,113562.3122
58,89,117170.0104
58,90,127426.786
60,0,131536.7094
60,17,91308.5026
60,18,86553.33898
60,20,78837.149
60,21,71705.59086
60,23,69022.2925
60,24,57404.7593
60,25,53010.09143
60,29,46938.40599
60,30,45774.43973
60,31,42604.08589
60,32,44235.17033
60,33,40385.43386
60,35,40295.33269
60,36,35885.61969
60,38,34119.95813
60,39,33206.31178
60,40,31830.26629
60,41,28769.37587
60,48,10842.16805
60,52,26364.07506
60,53,25932.79859
60,54,19413.76204
60,57,13601.52697
60,58,11715.3123
60,60,
60,61,6532.631007
60,62,8166.666112
60,63,8796.151596
60,64,14301.62896
60,66,15830.29562
60,67,18333.1568
60,68,24217.0564
60,69,27658.23895
60,77,64965.05757
60,82,92433.8566
60,83,94676.7107
60,84,93790.12705
60,85,95938.15941
60,86,95349.75569
60,87,98951.72542
60,88,102275.1288
60,89,105882.8271
60,90,116139.6027
61,0,127066.3779
61,17,86838.17115
61,18,82083.00753
61,20,74366.81755
61,21,67235.25941
61,23,64551.96105
61,24,52934.42785
61,25,48539.75998
61,29,42468.07454
61,30,41304.10828
61,31,38133.75444
61,32,39764.83888
61,33,35915.10241
61,35,35825.00124
61,36,31415.28824
61,38,29649.62668
61,39,28735.98033
61,40,27359.93484
61,41,24299.04442
61,48,16946.67015
61,52,32468.57715
61,53,32037.30069
61,54,25518.26414
61,57,19706.02907
61,58,17819.81439
61,60,6532.631007
61,61,
61,62,1634.035105
61,63,4325.820145
61,64,9831.297507
61,66,11359.96417
61,67,13862.82535
61,68,19746.72495
61,69,23187.9075
61,77,60494.72612
61,82,87963.52515
61,83,90206.37925
61,84,89319.7956
61,85,91467.82796
61,86,90879.42424
61,87,94481.39397
61,88,97804.79732
61,89,101412.4956
61,90,111669.2712
62,0,128700.413
62,17,88472.20625
62,18,83717.04263
62,20,76000.85265
62,21,68869.29451
62,23,66185.99616
62,24,54568.46295
62,25,50173.79509
62,29,44102.10965
62,30,42938.14338
62,31,39767.78955
62,32,41398.87398
62,33,37549.13751
62,35,37459.03635
62,36,33049.32335
62,38,31283.66179
62,39,30370.01543
62,40,28993.96995
62,41,25933.07952
62,48,18580.70526
62,52,34102.61226
62,53,33671.33579
62,54,27152.29925
62,57,21340.06418
62,58,19453.8495
62,60,8166.666112
62,61,1634.035105
62,62,
62,63,5959.855251
62,64,11465.33261
62,66,12993.99927
62,67,15496.86045
62,68,21380.76005
62,69,24821.94261
62,77,62128.76123
62,82,89597.56026
62,83,91840.41435
62,84,90953.83071
62,85,93101.86307
62,86,92513.45934
62,87,96115.42907
62,88,99438.83242
62,89,103046.5307
62,90,113303.3063
63,0,123952.3925
63,17,83724.18577
63,18,78969.02215
63,20,71252.83217
63,21,64121.27403
63,23,61437.97567
63,24,49820.44247
63,25,45425.7746
63,29,39354.08917
63,30,38190.1229
63,31,35019.76906
63,32,36650.8535
63,33,32801.11703
63,35,32711.01586
63,36,28301.30287
63,38,26535.6413
63,39,25621.99495
63,40,24245.94947
63,41,21185.05904
63,48,19210.19074
63,52,34732.09774
63,53,34300.82128
63,54,27781.78473
63,57,21969.54966
63,58,20083.33498
63,60,8796.151596
63,61,4325.820145
63,62,5959.855251
63,63,
63,64,6717.312129
63,66,8245.978791
63,67,10748.83997
63,68,16632.73957
63,69,20073.92212
63,77,57380.74074
63,82,84849.53977
63,83,87092.39387
63,84,86205.81022
63,85,88353.84258
63,86,87765.43886
63,87,91367.40859
63,88,94690.81194
63,89,98298.51023
63,90,108555.2858
64,0,119133.5787
64,17,78905.37188
64,18,74150.20826
64,20,66434.01828
64,21,59302.46014
64,23,56619.16179
64,24,45001.62859
64,25,40606.96072
64,29,34535.27528
64,30,33371.30901
64,31,30200.95518
64,32,31832.03962
64,33,27982.30314
64,35,27892.20198
64,36,23482.48898
64,38,21716.82742
64,39,20803.18106
64,40,19427.13558
64,41,16366.24516
64,48,24715.6681
64,52,40237.5751
64,53,39806.29864
64,54,33287.26209
64,57,27475.02702
64,58,25588.81234
64,60,14301.62896
64,61,9831.297507
64,62,11465.33261
64,63,6717.312129
64,64,
64,66,1875.984857
64,67,5930.026084
64,68,11813.92569
64,69,15255.10824
64,77,52561.92686
64,82,80030.72589
64,83,82273.57998
64,84,81386.99634
64,85,83535.0287
64,86,82946.62497
64,87,86548.59471
64,88,89871.99805
64,89,93479.69634
64,90,103736.4719
66,0,120662.2453
66,17,80434.03855
66,18,75678.87493
66,20,67962.68494
66,21,60831.12681
66,23,58147.82845
66,24,46530.29525
66,25,42135.62738
66,29,36063.94194
66,30,34899.97567
66,31,31729.62184
66,32,33360.70628
66,33,29510.9698
66,35,29420.86864
66,36,25011.15564
66,38,23245.49408
66,39,22331.84773
66,40,20955.80224
66,41,17894.91182
66,48,26244.33476
66,52,41766.24176
66,53,41334.9653
66,54,34815.92875
66,57,29003.69368
66,58,27117.47901
66,60,15830.29562
66,61,11359.96417
66,62,12993.99927
66,63,8245.978791
66,64,1875.984857
66,66,
66,67,7458.692746
66,68,13342.59235
66,69,16783.7749
66,77,54090.59352
66,82,81559.39255
66,83,83802.24665
66,84,82915.663
66,85,85063.69536
66,86,84475.29163
66,87,88077.26137
66,88,91400.66472
66,89,95008.363
66,90,105265.1386
67,0,115369.6615
67,17,75141.45468
67,18,70386.29106
67,20,62670.10108
67,21,55538.54294
67,23,52855.24459
67,24,41237.71139
67,25,36843.04352
67,29,30771.35808
67,30,29607.39181
67,31,26437.03798
67,32,28068.12242
67,33,24218.38594
67,35,24128.28478
67,36,19718.57178
67,38,17952.91022
67,39,17039.26386
67,40,15663.21838
67,41,12602.32796
67,48,28747.19594
67,52,44269.10294
67,53,43837.82648
67,54,37318.78993
67,57,31506.55486
67,58,29620.34019
67,60,18333.1568
67,61,13862.82535
67,62,15496.86045
67,63,10748.83997
67,64,5930.026084
67,66,7458.692746
67,67,
67,68,8050.008486
67,69,11491.19104
67,77,48798.00966
67,82,76266.80869
67,83,78509.66278
67,84,77623.07914
67,85,79771.1115
67,86,79182.70777
67,87,82784.67751
67,88,86108.08085
67,89,89715.77914
67,90,99972.55474
68,0,107991.1084
68,17,67762.90162
68,18,63007.738
68,20,55291.54802
68,21,48159.98988
68,23,45476.69152
